,BLS_Period_1_0,BLS_Tc_1_0,BLS_SN_1_0,BLS_SR_1_0,BLS_SDE_1_0,BLS_Depth_1_0,BLS_Qtran_1_0,BLS_Qingress_1_0,BLS_OOTmag_1_0,BLS_i1_1_0,BLS_i2_1_0,BLS_deltaChi2_1_0,BLS_fraconenight_1_0,BLS_Npointsintransit_1_0,BLS_Ntransits_1_0,BLS_Npointsbeforetransit_1_0,BLS_Npointsaftertransit_1_0,BLS_Rednoise_1_0,BLS_Whitenoise_1_0,BLS_SignaltoPinknoise_1_0,Ids,Depth,Catalog_Period,Catalog_Epoch,SNR,CatalogY,ManuleY,CombinedY,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19
541,5.57578968,2457831.04926,2.49988,0.00688,2.49988,0.04479,0.03663,0.29572,7.81531,0.70417,0.7408,-185.70846,0.99805,19.0,2.0,20.0,20.0,0.00383,0.00766,13.867,542,0.335406111296,15.3980232661,4.15100973935,474.335871498,1.0,0.0,1,0.249995259513,0.0272738479908,0.0231451373466,-0.137022849478,-0.111556512691,-0.681600656387,-0.346185253568,-0.564258834204,-0.0924996090923,-0.356993873033,0.853029307304,-0.502221711523,2.03315672763,-0.4278486269,-0.201049394408,0.60479937691,-1.04085922068,-1.39036625596,0.963165657021,1.42634305101
604,2.16449809,2457827.51689,4.39096,0.00347,4.64008,0.05524,0.01054,0.26842,8.71228,0.22391,0.23445,-28.23808,0.41,6.0,5.0,6.0,6.0,0.0,0.01232,10.97904,605,0.0,-1.0,0.0,0.0,0.0,1.0,1,0.909595524723,0.0421665095412,-0.0530429890308,0.0365625155815,0.226087393909,-0.00786954216908,0.233471768867,0.190187748007,0.0286722775162,-0.467552657293,-0.0114904286598,0.540225617433,0.294591984944,0.740869822855,0.969651564727,-0.686809147856,-0.824079322189,-1.4930969815,-0.617571638708,-0.566956710849
702,7.99049122,2457833.39999,3.29002,0.00713,3.20909,0.10175,0.01909,0.45928,9.03029,0.7888,0.80789,-176.90254,1.0,7.0,1.0,7.0,8.0,0.0,0.00839,32.06993,703,0.1205,7.51515,2545971.08,120.5,1.0,0.0,1,1.14411659162,0.271804968789,-0.321699646056,0.161871901138,-0.407507919776,-0.0732661128531,-0.478340971679,-0.502049095832,-0.0501012120128,0.376792933366,-0.483887880022,-0.777635020541,1.04804274237,0.218374339237,-0.170316600843,0.234638962518,-0.336405900454,0.949674864365,0.705726676252,0.543288116456
877,1.01049536,2457827.58974,6.85637,0.0201,4.92262,0.07588,0.13405,0.27883,7.10606,0.49597,0.63002,-353.58304,0.11346,65.0,10.0,65.0,65.0,0.00137,0.00438,109.17561,878,0.1571,1.00968,2545964.58,496.793820412,1.0,0.0,1,-0.267649444221,0.0710428073365,-0.00771160841153,0.0411921467817,-0.200866708216,0.23694412439,-0.0384149665404,-0.303264233071,-1.28445840287,1.08661371472,0.51473986214,-0.103454708701,0.899372398733,0.605864476782,2.00845054418,-2.14065069592,-0.488248210171,1.37311534337,-3.61683064113,1.2944846533
921,8.0,2457830.05273,3.5615,0.0039,3.49625,0.05504,0.01635,0.41483,7.20857,0.37081,0.38716,-184.19155,1.0,6.0,1.0,6.0,6.0,0.0,0.004,33.67623,922,0.07134,13.1748,2545969.463,71.34,1.0,0.0,1,-0.197311573156,0.088036882147,-0.0124838085198,-0.0812026156062,-0.0733404018807,0.0256765339898,-0.219128480496,-0.31234565146,-0.124813385107,-0.310085411291,-0.685682723128,-0.0959998825187,0.479222264942,-0.0204138003366,-0.0153767556013,-0.324385173919,0.323542623375,-0.684902992876,0.123182423697,-0.162181216779
1077,4.2032502,2457829.90981,5.30032,0.00983,4.86915,0.06463,0.0463,0.28401,8.9688,0.66417,0.71047,-197.79488,0.52406,20.0,2.0,18.0,18.0,0.00109,0.01094,25.18877,1078,0.109,4.18227,2545967.079,154.149278299,1.0,0.0,1,1.09949365772,-0.169979816022,0.00532729947301,-0.199404798447,-0.479632659426,-0.320112205453,0.0222882214627,0.458305022003,0.592499102793,1.38553299035,-1.49313013742,0.222108218839,2.70354664367,-0.306086634849,-0.162383377981,-0.16415007047,0.870271940746,0.0481539204435,-0.239368429233,-0.447999488796
1296,7.22196945,2457830.73628,3.64577,0.00341,3.29766,0.04116,0.02656,0.44827,7.10666,0.50118,0.52775,-153.49273,1.0,9.0,1.0,9.0,10.0,0.00073,0.00209,40.87313,1297,0.0607,23.7999,2545985.565,60.7,1.0,0.0,1,-0.27235752417,0.0263718921607,0.0171798266389,0.172231436971,0.110109759066,-0.163941457808,0.018200773394,-0.329998001063,-0.0201596511966,0.048727102566,-0.00748564367712,-0.306819689195,-0.142391624131,-0.116822941938,0.196001814206,0.253724449213,0.0522253200105,-0.388256238607,0.527300603262,0.0822257725962
1346,1.37565344,2457827.77201,5.64428,0.02103,4.34135,0.07928,0.11148,0.17665,6.03312,0.49031,0.60179,-410.73769,0.14898,49.0,7.0,49.0,56.0,0.00079,0.00561,92.72263,1347,0.1563,1.37424,2545964.664,413.530929919,1.0,0.0,1,-1.05783450773,0.0143455130234,0.202124798878,0.238468724827,-0.024533798879,0.0868719512688,-0.0884891525351,0.110303413559,0.226899139123,0.153420468671,0.998206665677,-0.608511781015,-0.213115811422,1.40481047599,5.66659970598,-0.439626732784,-3.40553047011,4.61059588667,-2.40809822038,-9.4196685156
1460,1.27182716,2457827.25883,3.23959,0.00083,3.57085,0.00949,0.01736,0.23882,8.24443,0.17845,0.19581,-14.32895,0.34785,10.0,8.0,9.0,9.0,0.00019,0.00407,7.36658,1461,0.007243,10.8824,2545969.493,20.4862976645,1.0,0.0,1,0.564981953241,0.0400864545982,-0.057622346787,0.0582069988198,-0.020824197579,-0.120384099428,0.067077653861,0.0243797438097,-0.144869841134,0.249401408987,-0.106211065469,-0.276966050207,0.0134605116221,-0.102417252044,-0.342400314952,-0.000837429764197,-0.144587933236,-0.165271255063,0.104593659444,-0.0275071758627
1556,7.96431949,2457831.58855,2.91877,0.00881,2.91877,0.09456,0.03182,0.45804,7.02035,0.55761,0.58943,-348.85882,0.99704,12.0,1.0,12.0,12.0,0.00143,0.00243,59.45994,1557,0.2341,6.62761,2545965.547,234.1,1.0,0.0,1,-0.335251143192,0.044576161968,0.0587506206033,-0.145322253754,0.719377482952,0.457563671329,-0.0860009296828,0.127096107681,-0.607165521545,0.0844287277928,1.37574337965,-0.0631709109921,-0.0714106924734,0.196512169283,0.593049444433,0.282897117721,-0.240483861398,0.149598289208,0.187321537576,0.365319082462
1585,7.96765101,2457829.234,3.97105,0.00338,3.97712,0.03987,0.0146,0.24124,6.98295,0.27047,0.28507,-92.31318,1.0,6.0,1.0,6.0,5.0,0.00032,0.0044,21.84683,1586,0.1764,13.7825,2545968.325,176.4,1.0,0.0,1,-0.363478222758,0.0035561017968,-0.0788855611741,-0.178214915487,-0.179264137776,0.00429258444344,0.25061797834,0.101407055844,0.376943200745,-0.0861909844802,-0.238750140003,-0.0416631204462,-0.100878693803,0.175857747673,0.335165475871,-0.554156171028,0.013229079769,-0.0111018696261,0.23367003802,-0.428816638675
1676,2.02569108,2457827.82808,5.95898,0.0052,4.86237,0.02145,0.08479,0.17872,8.0793,0.35611,0.4409,-237.41006,0.23943,41.0,5.0,41.0,42.0,0.00011,0.004,34.19792,1677,0.04174,2.02558,2545964.865,93.3334773808,1.0,0.0,1,0.444479809133,0.0469092767926,0.036235910596,0.0349228010877,0.0443301863815,0.0960147574719,-0.141129278239,-0.195999508617,-0.174129409484,0.0470854979971,-0.0580159540121,0.148810721214,0.242672130881,0.524788638221,0.0616090295271,-0.13258442819,-0.216732430072,0.281845448012,-0.672635154519,-1.004209161
1856,2.99216792,2457827.75728,6.2467,0.00091,6.55319,0.00579,0.02982,0.12182,7.23592,0.23121,0.26103,-18.31806,0.34763,17.0,4.0,18.0,17.0,0.00026,0.00256,9.12854,1857,0.0,-1.0,0.0,0.0,0.0,1.0,1,-0.177384325179,0.0175118374527,-0.0139848483243,0.0637154706627,-0.0209451322374,-0.0842295201435,0.0153420866739,-0.00786648488238,0.0617559575652,0.089479135126,0.0963318124077,-0.128958650282,-0.0966239644639,0.0132432558328,0.00822860374659,0.127827078556,-0.0286391309662,0.165473134196,-0.0316873438949,0.150333046719
1858,2.99216792,2457827.75997,6.06448,0.0009,5.60242,0.00512,0.03452,0.16794,6.94358,0.22977,0.26428,-22.87633,0.37083,20.0,4.0,19.0,20.0,0.00036,0.00168,12.26862,1859,0.006814,2.99262,2545966.405,13.628,1.0,1.0,1,-0.392577217133,-0.0100137023147,0.046208582095,0.0258871484031,-0.0287277334526,-0.0482236658341,-0.0527483731246,-0.0464278534284,0.0219525973556,0.0576118101234,0.0313944721162,-0.122431733237,0.0306384476078,0.0926858481489,0.148140060527,0.201227560628,0.183795731936,0.25656318914,-0.00344627082764,-0.0292922510354
1966,4.47095249,2457827.40146,4.92502,0.02871,4.60316,0.17282,0.04267,0.34363,6.53305,0.0638,0.10647,-428.53381,0.34951,28.0,3.0,27.0,28.0,0.00182,0.00336,140.77081,1967,0.0,-1.0,0.0,0.0,0.0,1.0,1,-0.690148681635,-0.11703116271,0.040976780278,-0.306532113482,1.6950046495,-0.247793331098,0.0698313889906,0.670031045007,-0.837436135155,-1.35964134462,2.8158018494,-1.02887663801,0.160201339173,3.20403043884,0.50682199858,3.17821944178,-1.4000714178,3.62210555054,1.40102166361,-4.10409485716
1967,4.50869906,2457827.38673,5.0274,0.00273,4.85431,0.0152,0.03338,0.1684,8.44651,0.06447,0.09784,-77.81325,0.47811,23.0,3.0,21.0,21.0,0.0,0.00604,12.06361,1968,0.0,-1.0,0.0,0.0,0.0,1.0,1,0.714087003223,0.00300948673142,-0.0710244653968,-0.0371866735253,0.338956081503,-0.145847585946,-0.0686174010288,-0.034446141866,-0.191774685835,-0.268109586851,-0.17838458709,-0.112594261995,-0.140523628929,0.421348675415,-0.484057462441,0.453884072411,-0.518586587616,0.0700624640577,0.0740069483007,-0.0342304852162
2099,4.40902978,2457830.52564,5.35019,0.01705,5.07021,0.14482,0.02303,0.18785,8.9435,0.7834,0.80643,-337.62335,0.51764,10.0,2.0,10.0,10.0,0.0,0.01015,45.13903,2100,0.2213,4.3945,2545966.624,312.965461353,1.0,0.0,1,1.08135931559,0.193848082725,-0.253291334396,0.151436147218,0.607251784374,0.929434985613,-1.16027140896,1.17959498128,1.24622428393,1.03673247755,-0.853872476168,0.00901562980154,-0.902417444027,-1.22671273757,0.933516949446,-0.353383527711,-1.59310459095,-0.449767896535,2.2177568147,-4.2481023569
2267,7.96987358,2457834.51497,3.66959,0.00211,3.53342,0.00938,0.07154,0.03181,7.34716,0.90454,0.97608,-74.97289,0.51758,27.0,1.0,28.0,46.0,0.00084,0.00234,9.80539,2268,0.01277,11.5793,2545964.565,12.77,1.0,0.0,1,-0.0952891158314,0.042530263199,0.0213261892307,-0.26660461207,0.0368479882155,0.0293416819553,-0.0113219291064,0.0257307210176,-0.0993492630375,0.0806990252012,-0.149533390684,0.161312426893,-0.119896571656,-0.00524872515961,0.253945992474,0.0162558537214,0.189331864125,-0.373595442822,-0.368375171867,-0.127791868729
2342,3.52713052,2457830.56914,5.33449,0.003,4.84308,0.01903,0.03236,0.138,5.96622,0.98982,1.02219,-11.91485,0.51648,16.0,3.0,10.0,16.0,0.0019,0.00255,14.97783,2343,0.0,-1.0,0.0,0.0,0.0,1.0,1,-1.11179471979,-0.0276140262871,0.0847192362661,-0.165132001108,0.311690896017,0.0262932331498,0.0760430165073,-0.00721734556369,0.34120152338,-0.253023808737,-1.90112177227,-0.710352021961,0.145771832563,-0.0721281152625,0.16254318556,-0.181516363258,0.108839765642,0.113905923201,0.303396909945,-0.2918039167
2343,3.52713052,2457830.56691,5.80753,0.00271,5.20245,0.01794,0.03444,0.21365,5.52944,0.98815,1.02259,-172.22404,0.3884,16.0,3.0,12.0,17.0,0.00021,0.00087,72.11122,2344,0.001108,10.3393,2545972.364,1.91911229479,0.0,1.0,1,-1.43336986812,-0.0484176303829,0.0855494502959,-0.0579448259558,-0.00116009703758,0.0291265487133,0.0488525236376,-0.0366179081616,-0.00939592519769,-0.0979778351845,-0.569729144024,-0.292069360464,0.12458207984,0.217234595882,-0.00551986863581,-0.0528024800264,-0.141437695597,0.0762705912629,0.22270476887,-0.49589655229
2344,3.52560718,2457830.56755,5.76516,0.00312,5.19098,0.02053,0.0338,0.20307,2.81527,0.98909,1.02289,-143.18713,0.37572,16.0,3.0,12.0,17.0,0.00044,0.00049,72.35832,2345,0.0,-1.0,0.0,0.0,0.0,1.0,1,-3.43136499471,-0.0683361374363,0.152894025102,0.0116225382368,-0.0245117177072,-0.00659513641263,0.0580923942665,-0.0450051430889,0.0172759070636,-0.0460206632946,-0.415486244031,-0.257868885929,0.171620877091,0.116270463339,0.050172656057,0.121506058122,-0.10736877431,0.27537100587,0.302147602281,-0.401913686271
2345,3.52713052,2457830.56698,5.70414,0.00299,5.15816,0.01976,0.03381,0.20091,3.52789,0.98849,1.0223,-87.61068,0.39262,16.0,3.0,12.0,17.0,0.00051,0.00062,59.6385,2346,0.0,-1.0,0.0,0.0,0.0,1.0,1,-2.90679029213,-0.0598050683047,0.136414774517,-0.00106300875019,-0.0457095207979,-0.00553562664395,0.0567629081904,-0.0518179128911,0.0143891369142,-0.049237206496,-0.366432736716,-0.236688559616,0.163845102725,0.112568632322,0.0368152180945,0.145178469966,-0.120697675041,0.24977943655,0.295802409949,-0.40394873661
2346,3.52713052,2457830.56716,5.88889,0.00313,5.26665,0.02058,0.03377,0.19682,2.79621,0.98856,1.02233,-157.01125,0.37299,16.0,3.0,12.0,17.0,0.0004,0.00046,80.41422,2347,0.02291,3.52563,2545967.792,39.6812840014,1.0,1.0,1,-3.44539924384,-0.0668700217436,0.154585695989,0.00725493754915,-0.0220812208105,-0.00484753160674,0.0578586510478,-0.0423521017502,0.0241741583033,-0.053418678118,-0.444242609293,-0.265954692038,0.174746702649,0.112469342233,0.0436690164673,0.118361582574,-0.106146216056,0.273655431811,0.30782397494,-0.410882239947
2347,3.52713052,2457830.56711,5.753,0.00313,5.16612,0.02056,0.0338,0.19624,2.85794,0.98853,1.02233,-221.96907,0.36741,16.0,3.0,12.0,17.0,0.00026,0.00033,118.40027,2348,0.0,-1.0,0.0,0.0,0.0,1.0,1,-3.39994982176,-0.0667836077468,0.15341009861,-0.00582654378938,-0.0138191334854,-0.00353581719454,0.0619293561306,-0.047169236206,0.04374721479,-0.063417325605,-0.53075932224,-0.28205117941,0.177737695442,0.0972865014434,0.0456363356773,0.096292874618,-0.103136624023,0.253809959665,0.299952629511,-0.403349582982
2348,3.52713052,2457830.57021,5.42422,0.00163,4.92061,0.01057,0.03313,0.17286,5.59311,0.98974,1.02287,-21.12968,0.46081,16.0,3.0,11.0,17.0,0.00102,0.00142,15.4292,2349,0.0007893,12.0229,2545969.208,1.36710770241,0.0,1.0,1,-1.38663468082,-0.028801361382,0.0790930723864,-0.139126704228,0.110222900499,0.0594557679258,0.0150826210579,-0.0389079964153,0.194984216313,-0.165506582857,-1.16811660399,-0.30955082112,0.0944300465279,-0.0619599442621,0.0634766085241,-0.120785319589,-0.0245694948527,0.0747599152877,0.105805858929,-0.147922840673
2349,3.52560718,2457830.56691,5.66057,0.00235,5.10981,0.01578,0.03413,0.22176,4.62054,0.98874,1.02287,-75.58263,0.40186,16.0,3.0,12.0,17.0,0.0004,0.0013,39.46892,2350,0.0,-1.0,0.0,0.0,0.0,1.0,1,-2.10250798833,-0.046362734504,0.0901530900989,-0.00570752811686,-0.0239742371285,-0.0125308824817,0.093185724685,-0.0530987533209,0.0275735562486,-0.0245877884091,-0.351078443071,-0.167155179586,0.0897817867764,0.174052422316,-0.0748521297303,0.056091932843,-0.34377543801,-0.0487650561789,0.32132047382,-0.259038498934
2485,4.47375279,2457827.39928,4.91633,0.01414,4.61557,0.08403,0.04198,0.32439,5.77845,0.0636,0.10558,-375.12685,0.35187,27.0,3.0,27.0,27.0,0.00114,0.00214,108.5751,2486,0.0,-1.0,0.0,0.0,0.0,1.0,1,-1.24808800391,-0.0736296200576,0.0674706973842,-0.113501503682,0.80975421693,-0.0771602849675,0.0846874288866,0.302459581271,-0.533155122515,-0.666463782963,1.60117248737,-0.504093992015,0.0251794434789,1.6305251985,0.276903778517,1.4662943296,-0.658561137279,1.52124180508,0.681920601097,-2.09487988764
2487,4.47410307,2457827.39917,4.91439,0.0135,4.60578,0.08002,0.04199,0.32339,5.65001,0.06357,0.10556,-398.05538,0.35046,27.0,3.0,27.0,27.0,0.00095,0.00154,128.84223,2488,0.0,-1.0,0.0,0.0,0.0,1.0,1,-1.34275232733,-0.0566834291477,0.0882742841783,-0.122971780563,0.80137835191,-0.0698973775176,0.0569372355189,0.335372227462,-0.423231712372,-0.671008286376,1.3510888285,-0.60135100418,0.0556441387697,1.59187040434,0.198201841518,1.53311019507,-0.730857583999,1.57379334321,0.609012856495,-1.97272428671
2490,4.47410307,2457827.39874,4.8833,0.01435,4.57637,0.08531,0.04189,0.32436,5.65652,0.06352,0.10541,-404.9152,0.35297,27.0,3.0,27.0,27.0,0.0011,0.00183,117.36678,2491,0.3442,4.46973,2545966.009,596.171887965,1.0,1.0,1,-1.337819506,-0.05853157053,0.0722693866755,-0.127802378728,0.839724475233,-0.0773501649072,0.107545847395,0.36028596916,-0.436966733352,-0.748785060806,1.4046285532,-0.655017280278,0.0604879551624,1.62915631329,0.224830947011,1.55316703157,-0.802397314835,1.68314603016,0.721815191886,-2.1538400451
2491,4.47410307,2457827.40468,5.98641,0.00086,5.68257,0.00464,0.03583,0.23371,6.18384,0.06788,0.10371,-59.19628,0.44666,23.0,3.0,24.0,22.0,0.0,0.00142,15.713,2492,0.0,-1.0,0.0,0.0,0.0,1.0,1,-0.951878739401,-0.0126590494066,0.0558591504599,-0.00946740053748,0.0394874721267,0.0119730811867,-0.0641845446563,-0.00211942561732,0.0286149072439,-0.0333625927988,-0.0795997953329,-0.066229509778,0.022255968257,0.145550141242,-0.0169739904469,0.0761668162358,-0.0424186843738,0.143332727239,0.0618554551966,-0.0451057500519
2779,7.13272348,2457833.03325,3.9927,0.00258,3.08625,0.01163,0.08862,0.11943,6.24282,0.79863,0.88724,-153.95476,1.0,30.0,1.0,30.0,31.0,0.00085,0.00129,13.19582,2780,0.01631,20.7293,2545974.019,16.31,1.0,0.0,1,-0.90811957566,-0.00100379973407,0.0308389978892,0.166439693887,-0.322977838893,-0.0341752676492,0.0168812321213,0.0663124278699,-0.043343740362,0.00508371792747,0.352694067366,-0.421484043601,0.0637830642664,0.116717489521,-0.255933710993,0.354606133063,-0.193813449442,0.267979569328,0.265094339606,0.149904469119
2863,1.02040186,2457827.78329,5.75802,0.00676,4.41454,0.02399,0.1104,0.05698,7.27692,0.69201,0.80241,-338.21347,0.11951,58.0,10.0,50.0,45.0,0.00044,0.00187,85.06592,2864,0.08687,1.01837,2545964.661,274.707060339,1.0,0.0,1,-0.145433009356,0.0794379602356,0.0478547179113,-0.0562807947464,-0.111285458217,-0.0653748314302,0.10979770292,0.0446178277295,-0.0201429804239,0.0760391693756,0.266218525171,0.169268657597,-0.387620632152,-0.223904054992,-0.0575420089694,0.100847970099,0.911161448165,0.659718099095,0.771784021056,-0.985355697692
2962,7.97710548,2457831.7322,2.66474,0.00097,2.66474,0.00983,0.01805,0.20982,6.65786,0.58159,0.59963,-90.53432,1.0,7.0,1.0,7.0,7.0,0.00038,0.00155,14.00486,2963,0.1222,10.6437,2545972.21,122.2,1.0,0.0,1,-0.602970117786,-0.000291083041892,0.0240321824719,-0.0781094219968,0.0691175340045,-0.0791766702171,-0.0782323842945,0.071163088286,-0.0803201160834,0.092524563513,0.092123073849,0.0277475140773,0.0153721538352,-0.00351269658876,-0.148095386698,-0.0436183419361,0.0351671837993,-0.0880562776162,0.00360778308444,-0.0341721216415
3134,1.40048492,2457828.39482,5.7242,0.06293,4.64949,0.34196,0.0752,0.35507,7.62338,0.94348,1.01868,-203.34159,0.14256,37.0,8.0,35.0,40.0,0.03039,0.06915,21.86028,3135,0.372,0.69999,2545964.837,1052.17489041,1.0,1.0,1,0.120697027429,0.0738211096952,0.3009943243,-0.460617140145,-0.112217743491,-0.360114345022,-0.433348204693,0.095868726226,0.504124095118,0.572089087665,0.763433458316,-3.49622660395,5.81547909797,5.18664479374,22.0908569058,-3.38513586498,-38.3872691927,30.122888543,-21.463794659,-74.6932363919
3149,8.0,2457834.9161,3.73204,0.00504,3.72878,0.05994,0.01708,0.30252,8.79619,0.97837,0.99545,-117.44418,1.0,7.0,1.0,6.0,11.0,0.0011,0.00621,23.11724,3150,0.1296,14.658,2545973.476,129.6,1.0,0.0,1,0.971530293201,0.0780007957911,-0.0171190571574,-0.210518706152,-0.0462262091435,0.194717968042,-0.242614697448,0.160456281043,0.492382717424,0.517353443874,0.172002991865,0.557644601169,-0.493867926916,-0.791554481328,0.189099086877,-0.387642156716,0.6248878805,-0.0832862701118,0.969083302691,0.0120650933065
3526,7.95711074,2457831.76851,2.84416,0.00461,2.84416,0.03408,0.02539,0.09275,8.86236,0.58397,0.60935,-80.28728,1.0,9.0,1.0,10.0,10.0,0.0,0.00976,10.47518,3527,0.05573,5.9026,2545969.389,55.73,1.0,0.0,1,1.02026684801,-0.0677965360615,-0.107232465236,-0.163866337152,0.438391909071,-0.263230844742,-0.389352741644,0.34900704727,0.296211395431,0.312818476848,0.526590488615,0.759784205514,0.0638492855687,0.578381800161,-1.29220227894,0.583709818297,-0.415235271391,0.0418120732213,1.3037040183,-0.566751267348
3573,1.48172185,2457827.57214,6.203,0.04043,5.01048,0.20949,0.04952,0.17516,9.28991,0.34731,0.39683,-220.32679,0.16004,24.0,7.0,25.0,25.0,0.02043,0.04323,17.86663,3574,0.28555536475,0.740075968198,0.503110631212,755.508480669,1.0,1.0,1,1.34109716509,-0.104943958318,-0.918804855488,0.283467335554,0.00195549192988,6.71586165844,-0.803152744964,-0.44687862614,-0.432265549307,0.901849559202,-1.43480016663,0.451453135258,-2.5169273865,-3.48528787824,-6.33330820813,1.96641671834,-3.74136908524,4.34166248802,-7.92254701421,-4.33975994943
3764,2.61840891,2457827.12065,5.06121,0.01322,4.3074,0.05826,0.0963,0.30782,7.47251,-0.01003,0.08627,-315.62551,0.29007,47.0,4.0,36.0,48.0,0.00229,0.00591,40.63212,3765,0.3103,2.61732,2545965.373,620.6,1.0,0.0,1,-0.000368165947508,0.0426330659162,0.0339007369764,-1.31639243816,0.705724079721,1.0760460523,-0.868953808537,1.26407872791,0.302913983074,-0.778427253875,-1.06423060299,-1.72995140547,-0.696267986733,0.708414368032,-0.523511181306,0.873128190648,1.10461995315,0.404241596321,-1.61924886619,-0.401234734742
3949,7.05740373,2457827.30694,2.95004,0.0051,2.95004,0.04431,0.00901,0.08462,7.47707,0.03604,0.04504,-83.91926,0.99612,7.0,2.0,6.0,6.0,0.00286,0.00622,14.28788,3950,0.1295,95.1783,2546057.597,183.140656327,1.0,0.0,1,0.000641272009963,0.127624218989,-0.0903287983269,-0.111994673754,0.106834463411,-0.348096175258,-0.433699477433,0.218140097553,0.00141998521116,-0.188602726282,0.0107449716443,-0.34217114844,0.914629047948,-0.440774685514,-0.899369855007,0.133590156102,-0.7570981326,-0.153433147747,0.879855144039,-0.116959799146
3967,3.11796551,2457827.74427,6.35515,0.00151,6.18358,0.0109,0.02737,0.17832,7.46185,0.21834,0.24571,-23.9089,0.45308,12.0,3.0,14.0,12.0,0.00058,0.00313,11.32605,3968,0.0,-1.0,0.0,0.0,0.0,1.0,1,-0.0110446786626,0.0170211086499,-0.016862389459,0.101967207117,-0.0106661303705,-0.0572167832807,0.031332772677,-0.0971483209082,-0.115394748789,-0.0106110795761,0.32289024273,0.0218165322132,-0.0317350997754,0.0744235051476,0.313823257008,-0.0725668281092,0.2684403546,-0.016839628428,-0.200729412543,0.0120482619975
3969,3.11652006,2457827.74965,5.61007,0.00141,5.33773,0.01494,0.03234,0.49955,7.41456,0.21769,0.25002,-19.7868,0.46919,14.0,3.0,17.0,15.0,0.00076,0.00288,16.87437,3970,0.01644,3.12083,2545966.224,28.4749152764,1.0,1.0,1,-0.0458413655524,0.0186250945482,-0.0388164370316,0.0966331996975,-0.0346664611558,-0.0680451063569,0.0349287677095,-0.0925326583576,-0.0974052310269,0.19517405076,0.36270032889,-0.0678891898213,-0.22558627893,0.024985413944,0.170821163701,0.00478776851189,-0.0826559328478,-0.031871241184,0.107612383108,-0.375759880334
4101,7.98211987,2457834.03753,3.64769,0.00921,3.5033,0.08022,0.02103,0.14674,7.59221,0.86854,0.88957,-391.2212,1.0,8.0,1.0,8.0,8.0,0.0013,0.00343,45.13075,4102,0.120321924149,24.962533788,22.9600914961,120.321924149,1.0,0.0,1,0.0856019727741,0.173604268564,-0.055160776376,-0.0542717496573,-0.449017405336,-0.432150734979,0.0259652331367,-0.60181133121,0.270352096208,0.636700634166,-0.231551998729,-0.52832682952,0.645867887951,-0.449312819769,1.04648839126,-1.04869943603,-1.03800056355,-0.389268351582,-0.0218049121472,-0.928474713169
4174,7.97098532,2457829.68326,3.71856,0.01384,3.57676,0.16212,0.02802,0.47005,6.5549,0.32,0.34803,-369.39545,1.0,11.0,1.0,11.0,10.0,0.00184,0.00241,82.02168,4175,0.193,16.2276,2545978.006,193.0,1.0,0.0,1,-0.677434326372,0.11106783406,0.118975563246,-0.810959480876,-0.300679887475,0.479159341278,0.101226091191,0.255105619337,0.534744581444,-0.7142502243,-1.86299649775,-1.97330018609,-0.272205807492,-0.243424314548,0.407550645745,0.368759021192,1.49913330691,-1.15637430998,0.544842848716,-0.766768277062
4393,7.91632362,2457829.33954,3.74098,0.00119,3.74401,0.01589,0.01422,0.31342,6.03786,0.28579,0.30001,-52.04003,1.0,6.0,1.0,5.0,5.0,0.00032,0.00094,31.90988,4394,0.01695,18.0765,2545970.353,16.95,1.0,0.0,1,-1.05937680442,-0.0280819989463,0.0697571227023,-0.0721706913808,-0.0769615693164,0.0622206610809,0.0321134083235,-0.010627317796,0.140032591059,0.0614283178367,-0.0884506428971,0.0467767657472,0.0654666867079,0.0485506208681,0.00432323656249,-0.0456689333248,-0.00649529847486,-0.171751659058,0.226694903636,-0.000558940336384
4425,8.0,2457830.62768,3.53181,0.00307,3.17436,0.03784,0.02835,0.49613,7.47644,0.43668,0.46503,-276.38689,1.0,11.0,1.0,11.0,11.0,0.00034,0.00226,49.72762,4426,0.06609,15.0395,2545977.137,66.09,1.0,0.0,1,-0.000143148136628,-0.015210039635,0.0431963627377,0.0805284430256,0.153752130861,-0.105937245614,-0.16787785527,-0.194201837639,-0.326707255732,-0.114502309273,-0.860580637675,-0.0737014212556,0.308362465472,-0.0648978168501,-0.0664151087348,-0.214490761176,-0.314671457825,0.117225067272,0.219203256081,-0.250323872926
4506,7.99608188,2457830.70961,3.64554,0.00342,3.29352,0.01628,0.07852,0.22914,8.89309,0.42206,0.50059,-41.8821,0.85853,31.0,1.0,30.0,30.0,0.0014,0.00817,8.03581,4507,0.02976,11.9905,2545972.882,29.76,1.0,0.0,1,1.043006986,0.146000268515,0.254268180755,0.515889674315,0.0658281361121,0.0898738572895,-0.039789867805,-0.101819019789,-0.382603524525,0.386666003518,-0.338286664939,0.109113127841,-0.49711963413,-0.858885143831,0.600826004497,-0.0894388888344,-0.0130867067943,0.248695538038,-0.147273012908,-1.02687030378
