,P1,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P2,P20,P3,P4,P5,P6,P7,P8,P9,Y
0,0.540433575459,0.0377706689075,0.172683350195,0.0977156362023,-0.0187379500965,-0.0838548997276,-0.015304831377,-0.0244790611544,0.072492217618,-0.0202427739162,0.00129130610448,0.0740226568801,0.012747630056,0.000130645207211,0.12444389048,0.0653601078303,-0.160775341662,-0.0131385406347,0.0364525022652,0.245333260281,1.0
1,-2.53288218631,-0.789132214122,-2.24633204261,3.37826503723,0.235956222168,1.47927608056,1.04007195694,6.27401525765,-1.20587799867,3.1840045541,2.73259129496,-0.831484358414,1.83610184708,1.82674197854,-1.01674810433,3.88480375238,-1.05068280159,1.47718368751,-0.394764527616,-0.925600083576,0.0
2,0.36166646239,-0.0198252194664,-0.0333178187166,0.230520689325,0.107372518665,0.0740189824291,-0.0914735580162,-0.176951810373,0.110015701944,-0.159432515004,0.239906505289,0.108181995055,-0.18869861604,-0.0955621131431,-0.00936716047408,0.486375673232,0.0308851415582,-0.0546205112669,-0.174603787023,0.0608066119831,0.0
3,0.380572240746,0.206871592275,0.113219849287,0.255521499374,0.045251016381,0.12349934964,-0.00512809762611,0.0100423662345,-0.199219678947,0.0239421950888,-0.144324358865,-0.00494659349153,-0.0907928130675,0.249672512062,0.129413906627,-0.117160897144,0.0847591607567,0.178724830347,-0.184049680998,-0.199538503791,0.0
4,0.525996838016,-0.0170156195766,-0.0225789680075,0.00549164596078,0.0376676925988,-0.0123786977751,0.00670645215438,2.61725173654e-05,0.0116094626324,0.00527022653089,0.0024616043639,-0.0406887814958,0.00469142217394,0.0330364719353,0.0531105825344,0.0146157063507,-0.0216341438348,-0.0146535381259,-0.0244053648825,0.00635684759788,0.0
5,0.490396910061,-0.0139271275326,-0.0180983138699,0.00690765367025,0.0345137553516,-0.0142532596866,0.0108257771015,8.73085740506e-06,0.00829723092106,0.00294538614465,0.00708686470141,-0.0377650654923,-0.00951739686402,0.0343429671271,0.0545347773536,0.0172946054736,0.000834929658757,-0.01283991308,-0.0199203598173,0.0091520599494,0.0
6,0.39279439936,0.219011810519,-0.0871203473657,0.108014366676,-0.18332044452,0.0824331984499,-0.216530066152,-0.0186440426092,0.00847373304694,-0.159711122588,0.161249113752,-0.00276530352548,0.0373473140752,0.0466386285083,0.0307275997093,-0.00762131296839,-0.0162518245764,-0.0154649471902,-0.104228183839,0.171142429794,0.0
7,0.510956060751,-0.0147174783643,-0.0153045910863,-0.00467103558494,0.0293510017078,-0.012155138569,0.0106389066612,0.024141090604,0.0237411593836,-0.051558772984,-0.0175677899856,-0.0409920193974,0.0139370708042,0.0545959920311,0.0491229226989,-0.00845862582131,-0.0335321013269,-0.0219021283609,0.00945372968472,0.00102850458572,1.0
8,0.573378362461,0.0132989093588,0.0319547989202,0.35270244096,-0.0267789527669,-0.205150871061,0.370000614301,-0.0913474149698,0.683843279661,-0.458250404318,0.0657863814698,-0.232543317004,-0.0427664030634,-0.172990972689,-0.0194647632177,-0.150817482732,-0.476371753289,0.0149008740991,0.0132594019537,-0.189313575806,0.0
9,0.357312679612,-0.0644852311819,-0.145436340872,0.203408551564,0.0438445043973,0.0705495772572,0.0699260884724,0.416431582401,-0.0500855369429,0.225414574788,0.166263488907,-0.0854307768857,0.130812425993,0.131841084271,-0.00855943460505,0.238450544942,-0.0681002706505,0.0718561272767,-0.0489215672469,-0.0522665482869,0.0
10,-2.93134775611,1.75032576136,-6.48508861465,-1.17875784899,2.99552893228,5.43695412107,0.585182113285,-4.46742557881,1.81648081683,-1.87211616884,-5.22393612541,-4.32554434613,1.0244049475,0.0707354464233,-1.02725412166,-0.738509846919,1.72022308769,-1.94926410069,2.0260838336,4.28205026184,0.0
11,0.496218162838,-0.0162425366341,-0.0226897799753,0.00357890208537,0.0237033396724,-0.00651226913441,0.0111774073178,0.00260208790173,0.00389622648638,0.00241455662874,0.005655156565,-0.028647239693,-0.0119035619409,0.0282446240024,0.0556704067099,0.0139008296217,-0.0111525752589,-0.0193971018884,-0.0211796404422,0.00200329035515,0.0
12,-0.746189263656,0.0863992053365,-0.11667973595,0.0448624643916,-0.0948251449146,-0.0684874121371,-0.0435983223095,0.123688665621,-0.117722553052,0.0984492689893,0.0170190094913,-0.00613820601647,-0.020872235375,-0.092161342098,-0.0474826085803,0.0497424800681,0.0822025121453,-0.0168083407993,0.0529956209033,-0.0184641630667,0.0
13,0.611158581872,-0.051284321369,-0.0500274368711,0.279838271531,0.0111258931128,0.111819003109,0.178851317051,0.108850358549,-0.047597987304,-0.168920885085,-0.112922845432,-0.0544357541051,0.0546233953235,0.0557969010304,-0.175113560415,0.158171004913,-0.109531432558,-0.00927519651485,0.159642045534,0.0928427826336,1.0
14,-2.06448628033,-1.21046472918,-1.52723219701,0.634675634629,-1.47948733049,-2.67357454551,3.2019409147,-6.42842530282,0.0988619185095,-2.71914923274,1.33886466955,0.163331185572,-0.822279577885,1.08447314842,-4.83155451599,2.4665551711,-0.472418823938,0.702400761471,-2.54407066176,2.38655433529,0.0
15,0.400667390314,-0.225750597252,-0.139722373081,-0.173852510616,0.0800200298908,0.00885797509641,-0.167783207593,-0.00846363441618,0.0812792719577,-0.198721563694,-0.0258028783313,0.152328929246,-0.15305073328,0.113399992682,-0.074468470274,0.0655396020627,-0.0850700158263,0.0407118292089,0.238439020209,-0.172396870014,0.0
