,P17,P5,P4,P12,BLS29,P18,BLS3,BLS2,P11,BLS0,BLS14,Period,BLS1,BLS28,P13,BLS9,BLS27,BLS19,P1,BLS22,P6,BLS26,BLS23,P8,BLS25,BLS6,P0,BLS12,BLS21,BLS10,Y,IDs
314,0.00276,0.01605,0.01926,7.0,-0.265163093402,13.99443,-0.708152357906,0.902490988448,0.50386,-0.229621502001,0.681294851549,4.98176655,2.25757604762,-0.148621435134,2.0,1.15417519648,-0.0477661348733,0.049509832884,5.1694,0.235850014005,0.28347,-0.00884858956048,-0.0130264219701,0.38887,-0.819098303749,1.0023184859,1.99808577506,0.503143227202,0.162399792677,-1.11487818962,1.0,1314
705,0.00353,0.03232,0.00854,15.0,-0.136693966554,9.38278,-1.21279812139,-0.463516728394,0.22684,-1.31261089124,0.387154949779,0.51288147,-0.927636152138,-0.509689234323,15.0,-0.17443963394,-1.42578026548,-0.397906259557,4.70051,-1.58517195809,0.17985,0.216999987576,0.402810368982,0.80132,1.52824196978,0.983587785957,0.440103274926,-0.288685936521,-0.919642339381,3.03195032368,1.0,1705
486,0.00041,0.03883,0.01816,16.0,-0.294084773369,145.52164,-0.442775639966,0.065606570185,0.49103,1.11469480536,-0.25762787944,5.52122241,-0.104982072626,1.42812100394,2.0,1.82405341086,0.668734554854,-0.72562337474,5.85448,-0.178415191295,0.13946,-0.114388427443,-0.25328412083,0.97634,-0.309130316578,0.805590553223,5.51860279004,-0.330247053316,-0.194639641259,0.117726983129,1.0,1486
551,0.00279,0.02624,0.00915,13.0,-0.134439382203,11.11807,-1.01834152504,-0.00187601862179,0.30757,-1.40458264264,0.221176005858,1.01907342,-1.32233940589,0.209562840504,10.0,-0.670466461438,0.941001009092,-0.120687558437,4.98093,0.950750922307,0.02575,0.405359971135,-0.551450995739,0.74557,1.01265217846,2.49141777154,0.793992464426,-0.28240836126,-0.120611840153,4.20895574728,1.0,1551
87,0.00148,0.04386,0.01467,23.0,-0.343250286146,28.31759,-0.539746605704,0.320404996041,0.73923,0.538329780138,0.812690233322,5.4235275,0.134335540516,1.55512720635,2.0,2.11481989104,0.597042179749,-0.159624401654,4.61848,-0.333969665518,0.3249,0.100128565657,-0.642971069928,0.12404,-0.180044318421,0.73165626579,0.812477991583,-0.753324887156,-0.501213229938,0.0449791091151,1.0,1087
174,0.00204,0.0422,0.01041,25.0,-0.251245599516,20.06478,0.27342954561,1.45446417311,0.4249,0.154147831068,-0.827606240964,3.06482163,-0.353085742102,-0.251999835685,4.0,-0.0114479171357,-0.372063062807,1.22088014994,5.261,-0.682613624339,0.16657,-0.48139531875,-0.321812918763,0.0,-2.04061160062,3.43412754999,0.0855079093623,-0.899311642414,-0.458077843762,-1.27278702941,1.0,1174
600,0.00271,0.01219,0.01321,6.0,-0.67184409084,11.38366,-1.59730066244,-0.733829554158,0.42303,-1.53664831827,-0.275386108231,2.90000326,-1.19799142839,0.506761389203,4.0,-0.329022556322,0.0414510582529,-0.645217978268,5.27551,-1.69844219587,0.08337,0.406225528847,0.321586058168,0.13364,1.17998234612,0.547543311982,0.426065784378,-0.586736934074,-0.936552458787,1.20810740539,1.0,1600
849,0.00611,0.07067,0.01061,44.0,0.208460454179,8.3555,-0.565429677286,-0.337855132825,0.62017,0.312517618045,2.43806034797,4.83016954,-0.054375585392,-0.495622995247,3.0,-1.24752585329,2.28341218136,-1.95668452802,5.7267,0.379954298307,0.06006,1.13131184992,1.10868868604,0.01132,2.00321431663,-0.737908445882,0.246157354541,0.894032962717,-1.67486813516,-0.669532061015,1.0,1849
677,0.00219,0.04524,0.01849,27.0,-0.462592918393,41.03658,0.802233593045,1.5701263342,0.27486,-0.112609609426,-1.25139766832,3.0558656,-0.656599739995,-1.68174278182,4.0,-0.469376475327,-0.0949519815572,0.924347540521,7.1271,-2.17754567506,0.35713,0.151805894461,0.756887052847,0.14704,-0.397440451186,5.27674499643,0.539294112071,-0.923977613685,1.01742417627,-0.519048233181,1.0,1677
537,0.0006,0.04132,0.01825,22.0,-0.0737698401688,139.22138,-0.484380286862,0.349529104754,0.5055,0.738051237887,-0.172091155863,5.26868591,0.374616676928,-0.894031807104,2.0,-1.92249921714,0.0972496518789,0.246145127337,6.29443,0.664831513962,0.15095,-0.11735941756,0.115276115409,0.54073,-0.165148248962,0.293073762093,2.97863383729,0.28162363053,0.202253122431,-0.454295628357,1.0,1537
845,0.00588,0.03469,0.01696,12.0,0.670043365363,10.00018,0.211990949527,-0.280121179158,0.97312,0.609964863497,-0.702907763752,6.80647302,0.0235931854014,-1.00118464452,2.0,-0.601877608628,-1.08170781645,0.181250556323,5.04677,0.0794450833895,0.11316,1.49494241369,1.38758943917,0.45803,-0.785901920145,-0.383272984969,3.25644400903,0.0683684061666,1.62863283631,1.27802433731,1.0,1845
72,0.00049,0.04307,0.01881,28.0,-0.903016941342,202.84959,0.826066111949,1.73122453262,0.25569,-0.0278096167762,-0.716211588767,3.06341329,-0.677723712721,-0.969931555392,4.0,-0.838735188986,0.0308876195352,0.570222112684,7.31803,-1.33286789751,0.22145,0.750219033386,-0.0414111503891,0.07379,-0.291906180477,5.36125775575,0.312842375525,-0.704551011348,0.7888523653,-0.936785778899,1.0,1072
777,0.00415,0.05439,0.01662,32.0,0.269313531368,19.79769,0.696950400779,1.99387362494,0.34423,0.121661455038,-0.555561481599,2.98739679,-0.990479695456,0.701237119178,4.0,0.759904067948,0.951508925823,-0.253536784149,6.25227,-0.174151278706,0.36952,-0.753723599853,-0.121947830514,0.25489,-0.361026524284,-1.69589780691,0.863528955851,0.862825543123,-0.739351457538,1.04519398187,1.0,1777
916,0.01334,0.03213,0.0184,18.0,0.145970838716,5.85187,0.857925217953,-0.204781042649,0.39465,-0.966684288917,0.322734409953,4.10675619,0.746615702295,4.36352021652,3.0,0.418572204253,-1.23399747093,-1.60030125644,3.71834,1.26444661373,0.28531,-0.262921915438,0.581978130805,0.03664,2.25623321742,-0.748535626728,0.23729659869,-1.2281680897,-0.213856372619,-0.308516421555,1.0,1916
115,0.00262,0.01587,0.01547,9.0,0.605913433599,13.6319,-0.617931770699,0.951351594914,0.36856,-0.202076800718,0.709097215933,3.38586556,2.20876272784,-0.276854859875,3.0,1.20685614687,0.395602805974,-0.244580762897,6.03104,-0.0566464880203,-0.0279,0.306898609846,0.101208662857,0.11629,0.673905273742,0.914711478735,0.44144584899,0.689170376372,-0.655672819348,-1.68282386895,1.0,1115
976,0.01937,0.0485,0.02327,23.0,0.779328958848,5.64515,0.529130386767,-0.112558372062,0.2488,-1.30028032479,0.225262291064,1.28517107,0.92862738187,2.55524753071,8.0,0.28868508805,-4.88611734577,-2.15229089423,3.89046,0.962867806171,0.23329,-1.09223992834,-2.58096668134,0.0811,-1.43717251389,-0.8920566106,0.15622021423,-1.17603085633,0.000691230074847,0.20362347462,1.0,1976
755,0.0049,0.0237,0.0149,11.0,1.59310547443,9.72299,-1.38139783893,-0.324559558088,0.48252,-1.20644799346,-0.188313783718,1.89240169,-0.925358236832,1.49232430271,5.0,-1.19572946268,0.633266419371,-0.283023673631,4.68128,-1.36363083618,0.22562,0.201369505916,1.58668137559,0.70816,-0.246815284116,0.371911828946,1.3833783594,0.911567748042,-1.92326001753,-0.543152466908,1.0,1755
709,0.00384,0.01068,0.01762,5.0,-0.204760988601,9.45972,-1.73982645342,-0.579502803784,0.57477,-1.28962819667,0.632201541657,3.87745191,-1.10657460447,0.882657322518,3.0,0.581960636975,0.336962398782,-0.137393350679,4.06959,-0.828753688245,0.08639,-1.16391100676,0.556208776328,0.2244,0.350631056451,0.911524917093,0.911644885964,0.259475710476,-0.685945515414,0.779621466583,1.0,1709
847,0.00592,0.0539,0.02077,20.0,-2.43324825902,15.20102,-0.114607349027,-0.221757040641,0.73253,1.14065301046,-0.632787052795,7.98323504,-0.169102493606,0.0528610584766,1.0,-1.15513277338,-0.426670700991,-0.543144106014,5.06893,0.389995173569,0.26263,-1.9870613235,1.5348211296,0.64723,0.00671404590483,-0.399353945585,5.40294108439,-0.354121761306,0.436193114138,0.0638240838506,1.0,1847
431,0.00134,0.04347,0.01844,22.0,0.592709586677,37.28486,-0.512823288565,0.609448873983,0.65546,0.531389066473,0.532305755507,5.38138962,0.122685132547,-0.284439432947,2.0,0.373732091713,-2.19776505715,-0.344554013905,4.40859,-0.242985592846,0.46014,0.0387075558067,0.714473371184,0.56578,-0.416409383584,0.129397092412,3.18246117371,-0.351616824493,0.340422980428,-0.380547293794,1.0,1431
448,0.00034,0.04458,0.01805,17.0,0.261735111876,150.53307,-0.485324673243,0.00880458053282,0.82604,0.952067702015,-0.726452970558,8.0,-0.0823686222275,-0.0742739079844,1.0,0.172583649603,-0.113192067634,-0.0519611082796,4.69473,-0.0164653586364,0.12101,-0.55903812206,-0.0960924572374,0.42257,-0.0734177027273,-0.143550406423,3.57975464097,0.021083005126,0.0737151155223,0.277042438357,1.0,1448
850,0.00937,0.01846,0.02285,10.0,-0.705132347514,7.71102,0.309805411602,-0.355239334773,0.48813,-1.09229064379,0.456459912114,0.58762062,-0.359720659893,1.26751244967,10.0,-0.745865381244,-1.84482435179,0.849477693155,4.12459,-0.0499442201425,0.25059,-0.328372409983,-0.635580355304,0.24359,0.732725277264,0.363463768344,0.169397735582,-1.23885804051,0.547506451392,1.69512095677,1.0,1850
99,0.00227,0.06184,0.00999,42.0,0.182359807732,10.42757,-0.518208649407,0.409026124777,0.9991,0.588219758185,0.238838404251,7.06994008,-0.0444925115516,0.0280139672797,2.0,0.13009360126,-0.196822815138,0.929342084395,2.77961,0.204784264869,0.30363,-0.847174690908,0.148794327958,0.21396,-0.274724364011,-0.37205605813,1.7521258049,-0.873587301358,-0.786747830562,0.102581786009,1.0,1099
984,0.01988,0.04551,0.02871,25.0,-2.88785823226,7.15087,0.513649591744,-0.891909301406,0.50147,-0.264495815708,0.72167765434,5.5551528,0.294339864083,-2.11579211992,2.0,-0.402416310429,0.472213587149,1.40384919145,4.98667,0.0878791491708,0.22561,-0.898459082006,-2.42788732489,0.05722,-0.598959978635,-1.03766592157,0.465116959658,-1.42720561234,-1.3605488594,-0.357870364121,1.0,1984
177,0.00135,0.05845,0.01825,24.0,-0.678054193502,66.45481,0.524770593023,2.08226247892,0.33786,0.232303893093,-0.200548727547,2.99444151,-1.08713335308,0.239985679326,3.0,0.740211127248,-0.00424869122634,0.653755097095,5.72667,-0.58384600396,0.4104,-0.191489493068,-0.470429209595,0.58835,0.717399231215,-0.983236327969,1.87012899344,0.0848319642524,-0.137720281338,0.910883159352,1.0,1177
755,0.0049,0.0237,0.0149,11.0,1.59310547443,9.72299,-1.38139783893,-0.324559558088,0.48252,-1.20644799346,-0.188313783718,1.89240169,-0.925358236832,1.49232430271,5.0,-1.19572946268,0.633266419371,-0.283023673631,4.68128,-1.36363083618,0.22562,0.201369505916,1.58668137559,0.70816,-0.246815284116,0.371911828946,1.3833783594,0.911567748042,-1.92326001753,-0.543152466908,1.0,1755
797,0.0041,0.05131,0.01919,19.0,1.20291916854,18.08369,-0.277602448672,-0.255577819952,0.86903,1.28727034153,-1.38475670953,7.60094633,-0.222160669613,-1.13852898659,1.0,-0.294094089048,0.0197985267296,0.309423703688,5.49314,1.06043189939,0.1537,-0.680101091799,1.60149598565,0.70988,-0.435531067917,-0.458632103726,5.61160947724,0.0135074366517,0.450721871424,-0.53964830822,1.0,1797
659,0.00345,0.01304,0.01472,8.0,-0.00338838191359,11.11434,-1.35475921694,-0.21684576172,0.35764,-1.14790473961,0.0826216277364,3.84752121,-1.28813513354,0.926481518128,3.0,-0.696942679681,0.0825097175356,0.170203859126,5.00391,0.761736869196,0.15037,0.411001994708,0.190188839469,0.02315,-0.423646306783,1.43213492403,0.13499584471,-0.163691555223,0.0400188719154,2.39504881263,1.0,1659
147,0.00231,0.05398,0.00955,41.0,0.710440891519,9.40035,-0.492232153761,0.457779663606,0.99862,0.598121143262,0.328283230063,7.90865413,-0.0329676080356,-0.00890879864837,2.0,-0.0255634619508,-0.354356142398,0.533993734003,2.85512,0.292385320215,0.25583,-1.01701248016,-0.140414029902,0.07149,-0.408807352967,-0.288370087486,0.799672937061,-0.78166851068,-1.00000608961,-0.0398206753164,1.0,1147
910,0.01395,0.03871,0.01772,19.0,-0.842942216295,5.53484,0.466351077503,0.190859442229,0.31598,-1.30286238035,-0.491668091422,1.67662592,0.438070548191,-2.51212631711,6.0,0.344496588776,-1.9382882055,0.470723150851,4.11258,0.564038220559,0.17699,1.72450969377,1.53853837006,0.91352,0.0863823182439,-1.34507691261,1.58491155818,-1.00454408275,-0.623086853607,1.50839506898,1.0,1910
423,0.00165,0.04634,0.01437,27.0,0.432905649015,28.97268,0.585657535011,1.44558268759,0.33273,0.196540830717,-1.61546119365,3.05972256,-0.583462492173,-2.51304917696,4.0,-0.191591825437,0.715940333368,0.687774720545,5.91528,-2.06247130179,0.27747,-0.502901185454,0.916470770911,0.16399,-0.77569511011,3.86279960332,0.59347698378,-0.89006498133,0.226645065294,-0.289245287389,1.0,1423
288,0.00024,0.04129,0.01811,21.0,-0.0285286311178,222.43857,-0.523559213193,0.359219111623,0.50647,0.718214670299,-0.0687137173759,5.27963887,0.365079291664,-0.952621035581,2.0,-1.9153781109,0.155053353448,0.194657661805,6.15617,0.776172543789,0.14614,-0.1725583021,0.305629321595,0.3073,-0.149707989091,0.25119626324,1.75228467077,0.233074887116,0.392189992086,-0.577906411009,1.0,1288
961,0.01848,0.02461,0.03241,11.0,3.36720706267,5.81762,0.659545875139,-0.614726960293,0.36159,-1.17378302993,0.809091845953,1.80266075,0.0927612046955,0.586305283772,5.0,-0.0377853188664,-0.513544872143,0.294642453558,4.19999,0.919929114544,0.21302,-0.539800932812,0.41228538681,0.56371,-0.592190196868,0.0746482241587,1.05919022355,2.40792404091,0.142618132366,-0.788146090456,1.0,1961
265,0.00275,0.01375,0.01762,7.0,-0.421190032952,12.8095,-0.754776575891,0.835534567209,0.51231,-0.207347715145,0.792110571708,5.23918425,2.26841943279,-0.100285215055,2.0,1.08873432573,0.0358086435869,0.059754457373,5.15093,0.313154336641,0.15287,0.204506602715,-0.101360303755,0.0082,-1.01913034879,0.80016701068,0.0998237555057,0.658966833398,0.358417611666,-1.04292345476,1.0,1265
697,0.00273,0.05692,0.01027,33.0,0.41820920651,9.51768,-0.436332051503,0.434045035552,0.98518,0.649894852956,0.498526765168,6.05394116,-0.0911015731275,-0.0544543641399,2.0,-0.18671357029,-0.221116971057,0.19725143724,3.38989,-0.259663948767,0.16285,-0.26245716594,-0.221181335051,0.11717,-0.341089262542,-0.0848260341389,0.902484873331,-0.592483115256,-0.926133980134,0.0268967711373,1.0,1697
639,0.00123,0.03965,0.01785,21.0,-0.750934298257,66.55156,-0.375134841206,-0.219006262103,0.52294,0.883799002914,0.178973608765,5.46689081,0.053775123076,0.995828135798,2.0,2.80803818253,0.615568227323,-0.586469788316,6.61207,-0.713001129204,0.13586,0.0446522979103,-0.531058695222,0.69285,0.335396917123,1.07038620275,3.91697000024,-0.311455922106,0.614985898289,0.201444762107,1.0,1639
544,0.00059,0.06396,0.01836,20.0,-0.271132879977,124.72078,-0.62688099442,0.0973791874727,1.0,1.52582564132,-0.359369470954,6.21333706,-0.232386619998,-0.155318925594,1.0,-0.942073694151,-0.500612219684,0.179109406104,5.45623,0.185675074201,0.17391,-0.308889785208,0.17569729965,0.80136,-0.124340138939,-0.186689946288,5.19865019548,0.153313642905,-0.162651871861,0.027536870861,1.0,1544
543,0.0006,0.04849,0.01812,19.0,0.276424000223,115.54563,-0.3317394011,0.175486425076,1.0,1.14843593668,-0.911386693867,7.98801785,-0.131067207191,-0.138989104893,1.0,-0.395609627137,-0.0226467785411,-0.242763655496,4.9153,-0.0182312779481,0.14461,-0.891826840037,-0.369275811649,0.71975,-0.129456759853,-0.0225552997776,5.96387107031,-0.47867910398,0.257356865986,0.120825726532,1.0,1543
714,0.00361,0.01527,0.01816,8.0,-0.499002679118,11.96731,-0.374799725303,0.551695137622,0.51219,-0.179988203096,0.363953681485,5.23661214,1.9839789174,0.534883994833,2.0,0.295044566786,-0.214288791303,0.134021142116,5.6659,-0.748213056878,0.17153,0.286804146084,0.850718250277,0.08687,0.520549073587,0.434268687942,0.515697077685,1.19862441534,-0.0564274270925,-1.78031157658,1.0,1714
244,0.00019,0.04851,0.01832,19.0,-0.0258990122427,180.17959,-0.46143607821,0.283450305719,0.93838,0.719443613722,0.182065337472,7.97607155,-0.122406285678,-0.149564216838,1.0,0.345357026724,-0.210058648288,-0.0813624944706,4.50203,0.29533840612,0.14456,-0.605818996026,0.3234951559,0.30228,-0.11131424731,-0.3159482819,2.62533163653,-0.634242442215,-0.723469517362,0.00974755354617,1.0,1244
1151,0.00036,0.01065,0.00197,7.0,2.39777308415,14.43223,-1.47437247024,-0.230732953807,0.30107,-1.32107313725,1.14977364384,0.51103854,-1.30831628803,-0.254869081381,7.0,0.508674069719,-1.15780224071,0.963400640927,4.33925,1.64823579897,0.26436,-0.4929104781,0.308120922597,0.15943,-0.298932755678,2.12114829919,0.10502723183,1.44332758736,0.590839395193,2.5534242555,1.0,2151
1675,0.0019,0.02402,0.00299,14.0,1.74856339407,5.87826,0.795058534684,-0.411523452959,0.56347,-1.0342279192,0.980050501833,6.10802144,-0.141411892076,1.82485395744,2.0,-1.31608571424,4.32576578623,-1.32957103838,4.26276,0.0974793760706,0.22303,-1.41151109628,2.61060208827,0.02644,0.653218102544,-0.450159964503,0.255715643789,0.769669660958,-1.12025701722,-1.21575603062,1.0,2675
1510,0.00065,0.03416,0.00148,16.0,-0.342629914162,8.58372,-0.5197140593,0.178149248617,0.3421,-0.399356632368,-0.353609633839,1.71633798,1.80658308895,-0.218885264112,6.0,0.525837574659,-0.901066170076,-1.28974055709,4.88647,-0.424216878466,0.25399,-1.3610317835,1.76622414439,0.68131,-0.456847110442,-0.489972917351,1.21951164418,-0.252862358894,-0.694291705384,1.1575691727,1.0,2510
1459,0.00049,0.01049,0.00164,6.0,-1.36205266934,7.46877,-1.10512807822,-0.265290425289,0.58964,-1.24690601883,2.08465122594,3.90499063,-0.934073574146,1.27992224846,3.0,-0.543328754211,0.626883345874,0.437678339499,4.55903,-0.50072309984,0.06642,1.73350493464,1.47546671173,0.29967,-0.455461516079,0.69780855247,1.2115115429,0.438536857714,0.0299575124823,1.45966372645,1.0,2459
1882,0.00808,0.02212,0.01303,10.0,0.765968085993,5.09698,1.22144724165,-0.411580450647,0.22715,-1.49065393489,-0.53450298362,0.71690038,0.239874009314,1.09836335419,10.0,1.34298172625,0.820394259357,0.469364633288,3.60206,-0.892190178386,0.0672,-0.82856358339,-0.301817778704,0.24285,1.62143538758,-0.357840439256,0.202863438688,0.542348963292,3.00291248969,-0.495063909931,1.0,2882
1183,0.00011,0.02731,0.0021,11.0,-0.304795692148,20.53152,-0.737361673212,0.293368646088,1.0,1.14823313357,-0.557476387868,7.96773037,-0.0961622381512,0.172265957231,1.0,-0.879122907909,-0.906246370034,-0.299898860971,4.74721,0.496661457024,0.14719,-0.819106439712,-0.0158926638106,0.65874,-0.526326670426,0.100179764195,5.37827025328,-0.995368814597,-0.620510365205,-0.243291986032,1.0,2183
1028,0.00019,0.05802,0.00209,24.0,-0.548426175298,32.16003,0.566218037996,2.02255561686,0.35734,0.254478744714,-0.177383395708,3.00202639,-1.09341677755,0.245946788297,3.0,0.923889231323,0.075980304983,0.450851881223,5.73559,-0.652727499471,0.40827,-0.604568767433,-0.481847051131,0.75869,0.7832108037,-1.05776531791,2.3855304201,-0.053480889452,-0.0713898057032,0.822004846687,1.0,2028
1802,0.00595,0.03562,0.00863,18.0,1.06562690332,6.14973,1.48113963538,-0.155058342432,0.24568,-1.39302232503,-0.650908242425,0.75181636,0.346116638312,-1.37521897184,13.0,-0.612017648416,1.65768300303,1.39952522813,4.7135,-1.93811991991,0.17543,2.09358908927,-2.63232436841,0.79697,-0.328123029056,-1.11254103216,0.633402355987,0.0630258218406,-1.86410421037,0.36277109244,1.0,2802
