# BJD-2454000 Mag Magerr KcMag KcMagerr
964.5125498184934 11.9266157150269 6.3152649090625e-05 11.8999223709106 6.2812418036629e-05
964.5329843247309 11.9268341064453 6.3161205616780e-05 11.9001064300537 6.2703948060516e-05
964.5534187308513 11.9268188476562 6.3160463469103e-05 11.9000968933105 6.2827086367179e-05
964.5738530373201 11.9267911911011 6.3160267018247e-05 11.9000949859619 6.2738385167904e-05
964.5942874434404 11.9269247055054 6.3163301092573e-05 11.9002094268799 6.2835380958859e-05
964.6147219492123 11.9268646240234 6.3161474827211e-05 11.9001712799072 6.2801926105749e-05
964.6351562552154 11.9267597198486 6.3158026023302e-05 11.9000921249390 6.2764556787442e-05
964.6555906608701 11.9267396926880 6.3157080148812e-05 11.9000606536865 6.2766659539193e-05
964.6760251666419 11.9269628524780 6.3164450693876e-05 11.9002895355225 6.2818449805491e-05
964.6964595722966 11.9267425537109 6.3156825490296e-05 11.9000730514526 6.2767569033895e-05
964.7168938778341 11.9267692565918 6.3158142438624e-05 11.9001216888428 6.2829160015099e-05
964.7373282834888 11.9266338348389 6.3154060626402e-05 11.8999652862549 6.2844934291206e-05
964.7577627887949 11.9267024993896 6.3156046962831e-05 11.9000473022461 6.2811945099384e-05
964.7781970938668 11.9269533157349 6.3163781305775e-05 11.9003124237061 6.2783074099571e-05
964.7986314990558 11.9269914627075 6.3165462051984e-05 11.9003305435181 6.2819264712743e-05
964.8190660043620 11.9269056320190 6.3162908190861e-05 11.9002513885498 6.2851097027306e-05
964.8395003094338 11.9267559051514 6.3157378463075e-05 11.9001073837280 6.2829574744683e-05
964.8599347141571 11.9268512725830 6.3160907302517e-05 11.9002017974854 6.2857405282557e-05
964.8803691188805 11.9267005920410 6.3155253883451e-05 11.9000444412231 6.2881328631192e-05
964.9008035236038 11.9267101287842 6.3156076066662e-05 11.9000549316406 6.2796098063700e-05
964.9212379283272 11.9267234802246 6.3157283875626e-05 11.9000911712646 6.2866965890862e-05
964.9416723325849 11.9267473220825 6.3157211116049e-05 11.9000911712646 6.2845138018019e-05
964.9621067373082 11.9268331527710 6.3159750425257e-05 11.9001712799072 6.2841492763255e-05
964.9825411415659 11.9266452789307 6.3153660448734e-05 11.9000120162964 6.2836305005476e-05
965.0029755458236 11.9266357421875 6.3153827795759e-05 11.8999795913696 6.2808896473143e-05
965.0234098499641 11.9268617630005 6.3161773141474e-05 11.9002170562744 6.2808823713567e-05
965.0438443538733 11.9269218444824 6.3162071455736e-05 11.9002752304077 6.2855666328687e-05
965.0642787576653 11.9266033172607 6.3152372604236e-05 11.8999681472778 6.2872146372683e-05
965.0847130618058 11.9267854690552 6.3158084230963e-05 11.9001331329346 6.2810730014462e-05
965.1051474655978 11.9267730712891 6.3158033299260e-05 11.9001131057739 6.2830578826834e-05
965.1255819690414 11.9268283843994 6.3159524870571e-05 11.9001979827881 6.2803315813653e-05
965.1460162727162 11.9268093109131 6.3159888668451e-05 11.9001541137695 6.2854749558028e-05
965.1664506765082 11.9268093109131 6.3158367993310e-05 11.9001579284668 6.2760183936916e-05
965.1868851794861 11.9266319274902 6.3153020164464e-05 11.8999824523926 6.2851388065610e-05
965.2073195828125 11.9266357421875 6.3152896473184e-05 11.8999938964844 6.2858300225344e-05
965.2277538860217 11.9267969131470 6.3158520788420e-05 11.9001483917236 6.2852363043930e-05
965.2481882893480 11.9267625808716 6.3157371187117e-05 11.9000921249390 6.2812396208756e-05
965.2686227923259 11.9268226623535 6.3159648561850e-05 11.9001874923706 6.2829632952344e-05
965.2890570950694 11.9267559051514 6.3156658143271e-05 11.9001064300537 6.2823615735397e-05
965.3094914979301 11.9264583587646 6.3146610045806e-05 11.8998241424561 6.2838735175319e-05
965.3299260004424 11.9268445968628 6.3161038269754e-05 11.9001960754395 6.2873798015062e-05
965.3503603031859 11.9268074035645 6.3158862758428e-05 11.9001674652100 6.2847138906363e-05
965.3707947055809 11.9266700744629 6.3154104282148e-05 11.9000463485718 6.2829312810209e-05
965.3912291084416 11.9268321990967 6.3160528952722e-05 11.9001798629761 6.2839237216394e-05
965.4116635103710 11.9267539978027 6.3158637203742e-05 11.9001350402832 6.2819388404023e-05
965.4320979127660 11.9267759323120 6.3157691329252e-05 11.9001455307007 6.2853505369276e-05
965.4525323151611 11.9268999099731 6.3161693105940e-05 11.9002609252930 6.2811697716825e-05
965.4729668172076 11.9268865585327 6.3161489379127e-05 11.9002494812012 6.2864193751011e-05
965.4934011190198 11.9266967773438 6.3155071984511e-05 11.9000682830811 6.2817998696119e-05
965.5138355209492 11.9268169403076 6.3158462580759e-05 11.9001865386963 6.2834638811182e-05
965.5342698227614 11.9266929626465 6.3154511735775e-05 11.9000415802002 6.2830462411512e-05
965.5547043243423 11.9267539978027 6.3157007389236e-05 11.9001302719116 6.2878869357519e-05
965.5751387258060 11.9267024993896 6.3155290263239e-05 11.9000778198242 6.2828126829118e-05
965.5955730271526 11.9266071319580 6.3152408984024e-05 11.8999700546265 6.2759456341155e-05
965.6160075287335 11.9268150329590 6.3158673583530e-05 11.9001808166504 6.2870101828594e-05
965.6364419301972 11.9267120361328 6.3154380768538e-05 11.9000759124756 6.2864251958672e-05
965.6568763311952 11.9267139434814 6.3147053879220e-05 11.9000978469849 6.2861312471796e-05
965.6773106325418 11.9266538619995 6.3153100199997e-05 11.9000158309937 6.2873361457605e-05
965.6977451331913 11.9267177581787 6.3155268435366e-05 11.9000778198242 6.2861290643923e-05
965.7181795341894 11.9265909194946 6.3151004724205e-05 11.8999805450439 6.2878236349206e-05
965.7386138350703 11.9266338348389 6.3152125221677e-05 11.8999977111816 6.2876235460863e-05
965.7590483357199 11.9266452789307 6.3153114751913e-05 11.9000205993652 6.2876162701286e-05
965.7794827362522 11.9266929626465 6.3154977397062e-05 11.9000568389893 6.2844548665453e-05
965.7999170366675 11.9265365600586 6.3147628679872e-05 11.8999290466309 6.2860650359653e-05
965.8203514371999 11.9267587661743 6.3155966927297e-05 11.9001512527466 6.2896659073886e-05
965.8407859373838 11.9267530441284 6.3160048739519e-05 11.9001255035400 6.2884115322959e-05
965.8612202377990 11.9267539978027 6.3154526287690e-05 11.9001541137695 6.2842693296261e-05
965.8816546378657 11.9266738891602 6.3150509959087e-05 11.9000558853149 6.2867569795344e-05
965.9020891380496 11.9265851974487 6.3148479966912e-05 11.8999776840210 6.2876184529159e-05
965.9225234375335 11.9266338348389 6.3152627262753e-05 11.9000015258789 6.2855659052730e-05
965.9429578376003 11.9267196655273 6.3155210227706e-05 11.9001073837280 6.2876904848963e-05
965.9633922372013 11.9265232086182 6.3148778281175e-05 11.8999137878418 6.2844577769283e-05
965.9838267369196 11.9265575408936 6.3150138885248e-05 11.8999357223511 6.2863189668860e-05
966.0042610364035 11.9268579483032 6.3159779529087e-05 11.9002418518066 6.2888990214560e-05
966.0246954360045 11.9268569946289 6.3159990531858e-05 11.9002561569214 6.2891405832488e-05
966.0451298351400 11.9268350601196 6.3158848206513e-05 11.9002370834351 6.2908009567764e-05
966.0655642342754 11.9267559051514 6.3156818214338e-05 11.9001407623291 6.2860628531780e-05
966.0859986334108 11.9268455505371 6.3159292039927e-05 11.9002151489258 6.2893537688069e-05
966.1064330325462 11.9267044067383 6.3155282987282e-05 11.9001264572144 6.2923340010457e-05
966.1268674316816 11.9268112182617 6.3158549892250e-05 11.9001970291138 6.2896251620259e-05
966.1473018303514 11.9267883300781 6.3158055127133e-05 11.9001903533936 6.2898390751798e-05
966.1677362290211 11.9268684387207 6.3160150602926e-05 11.9002447128296 6.2896455347072e-05
966.1881706276909 11.9267778396606 6.3155777752399e-05 11.9001798629761 6.2921761127654e-05
966.2086051264778 11.9267730712891 6.3156221585814e-05 11.9001836776733 6.2915649323259e-05
966.2290394250304 11.9267444610596 6.3156025134958e-05 11.9001359939575 6.2913342844695e-05
966.2494738232344 11.9267597198486 6.3157734984998e-05 11.9001541137695 6.2894650909584e-05
966.2699082214385 11.9268808364868 6.3160412537400e-05 11.9002914428711 6.2903178331908e-05
966.2903426196426 11.9268131256104 6.3157996919472e-05 11.9002161026001 6.2911814893596e-05
966.3107770173810 11.9267301559448 6.3155363022815e-05 11.9001369476318 6.2942461227067e-05
966.3312113154680 11.9268589019775 6.3159546698444e-05 11.9002494812012 6.2908366089687e-05
966.3516458133236 11.9267883300781 6.3157916883938e-05 11.9002084732056 6.2924045778345e-05
966.3720802110620 11.9268350601196 6.3159197452478e-05 11.9002380371094 6.2934057496022e-05
966.3925146088004 11.9266519546509 6.3153354858514e-05 11.9000597000122 6.2903411162551e-05
966.4129490065388 11.9267425537109 6.3155748648569e-05 11.9001369476318 6.2912084104028e-05
966.4333834038116 11.9266395568848 6.3151135691442e-05 11.9000644683838 6.2933737353887e-05
966.4538178010844 11.9267587661743 6.3156388932839e-05 11.9001865386963 6.2889041146263e-05
966.4742520982400 11.9266395568848 6.3152176153380e-05 11.9000444412231 6.2899351178203e-05
966.4946865956299 11.9265470504761 6.3149163906928e-05 11.8999643325806 6.2911421991885e-05
966.5151209924370 11.9266166687012 6.3152074289974e-05 11.9000463485718 6.2934814195614e-05
966.5355552895926 11.9266614913940 6.3151768699754e-05 11.9000988006592 6.2934625020716e-05
966.5559897865169 11.9266347885132 6.3151965150610e-05 11.9000558853149 6.2942272052169e-05
966.5764241833240 11.9267177581787 6.3153849623632e-05 11.9001369476318 6.2939623603597e-05
966.5968584795482 11.9267444610596 6.3154191593640e-05 11.9001884460449 6.2901388446335e-05
966.6172928763554 11.9267139434814 6.3154329836834e-05 11.9001417160034 6.2929575506132e-05
966.6377273728140 11.9266901016235 6.3152867369354e-05 11.9001293182373 6.2951876316220e-05
966.6581617691554 11.9267215728760 6.3155632233247e-05 11.9001445770264 6.2935425376054e-05
966.6785960653797 11.9266700744629 6.3153667724691e-05 11.9001064300537 6.2932194850873e-05
966.6990305613726 11.9265766143799 6.3150480855256e-05 11.9000215530396 6.2941158830654e-05
966.7194649577141 11.9266986846924 6.3152656366583e-05 11.9001407623291 6.2921040807851e-05
966.7398992534727 11.9266510009766 6.3149636844173e-05 11.9001083374023 6.2955907196738e-05
966.7603336493485 11.9265718460083 6.3149309426080e-05 11.9000082015991 6.2934690504335e-05
966.7807681448758 11.9267101287842 6.3145489548333e-05 11.9001798629761 6.2938284827396e-05
966.8012024406344 11.9267654418945 6.3152961956803e-05 11.9002161026001 6.2938961491454e-05
966.8216368360445 11.9265718460083 6.3148319895845e-05 11.9000167846680 6.2959952629171e-05
966.8420712314546 11.9266948699951 6.3151026552077e-05 11.9001512527466 6.2937113398220e-05
966.8625056268647 11.9266471862793 6.3150699133985e-05 11.9001073837280 6.2931016145740e-05
966.8829400222749 11.9266910552979 6.3151754147839e-05 11.9001703262329 6.2954793975223e-05
966.9033744172193 11.9267425537109 6.3154249801300e-05 11.9001989364624 6.2945917306934e-05
966.9238088121638 11.9266414642334 6.3149360357784e-05 11.9001026153564 6.2951119616628e-05
966.9442432071082 11.9266099929810 6.3149804191198e-05 11.9000825881958 6.2939885538071e-05
966.9646776020527 11.9267911911011 6.3154962845147e-05 11.9002799987793 6.2953586166259e-05
966.9851118968800 11.9266338348389 6.3150095229503e-05 11.9001197814941 6.2941777287051e-05
967.0055463914759 11.9266986846924 6.3153107475955e-05 11.9001560211182 6.2959174101707e-05
967.0259807859547 11.9264545440674 6.3145344029181e-05 11.8999300003052 6.2951978179626e-05
967.0464150803164 11.9265203475952 6.3144958403427e-05 11.8999977111816 6.2944964156486e-05
967.0668495744467 11.9265155792236 6.3145947933663e-05 11.8999938964844 6.2963226810098e-05
967.0872839689255 11.9265289306641 6.3145293097477e-05 11.9000158309937 6.2962681113277e-05
967.1077182628214 11.9267234802246 6.3152365328278e-05 11.9001932144165 6.2955623434391e-05
967.1281526568346 11.9266338348389 6.3148494518828e-05 11.9001255035400 6.2967883422971e-05
967.1485871509649 11.9265804290771 6.3146646425594e-05 11.9000759124756 6.2952749431133e-05
967.1690215445124 11.9265584945679 6.3145984313451e-05 11.9000558853149 6.2964405515231e-05
967.1894558384083 11.9266195297241 6.3148079789244e-05 11.9001111984253 6.2968203565106e-05
967.2098903320730 11.9265727996826 6.3146493630484e-05 11.9000492095947 6.2962251831777e-05
967.2303247251548 11.9265136718750 6.3144150772132e-05 11.9000244140625 6.2978113419376e-05
967.2507590185851 11.9264326095581 6.3141160353553e-05 11.8999309539795 6.2943232478574e-05
967.2711934121326 11.9265651702881 6.3146653701551e-05 11.9000692367554 6.2962040829007e-05
967.2916279053316 11.9264888763428 6.3143263105303e-05 11.8999776840210 6.2952349253464e-05
967.3120621982962 11.9265480041504 6.3145918829832e-05 11.9000463485718 6.2944105593488e-05
967.3324965913780 11.9265060424805 6.3143743318506e-05 11.9000253677368 6.2948485719971e-05
967.3529310841113 11.9264230728149 6.3141429563984e-05 11.8999404907227 6.2950013671070e-05
967.3733653766103 11.9265995025635 6.3146784668788e-05 11.9001111984253 6.2951141444501e-05
967.4142341618426 11.9264383316040 6.3141633290797e-05 11.8999538421631 6.2961124058347e-05
967.4346685544588 11.9265174865723 6.3143983425107e-05 11.9000501632690 6.2957245972939e-05
967.4551029466093 11.9264488220215 6.3141866121441e-05 11.8999977111816 6.2953316955827e-05
967.4755373392254 11.9264030456543 6.3140905695036e-05 11.8999462127686 6.2965475081000e-05
967.4959718310274 11.9263820648193 6.3139596022666e-05 11.8999214172363 6.2956743931863e-05
967.5164061230607 11.9264230728149 6.3132232753560e-05 11.8999681472778 6.2926083046477e-05
967.5368405152112 11.9264831542969 6.3142848375719e-05 11.9000463485718 6.2954793975223e-05
967.5572748067789 11.9262428283691 6.3125778979156e-05 11.8998165130615 6.2891012930777e-05
967.5777092985809 11.9264011383057 6.3131337810773e-05 11.8999614715576 6.2884369981475e-05
967.5981436902657 11.9263200759888 6.3128863985185e-05 11.8998842239380 6.2909020925872e-05
967.6185779818334 11.9263572692871 6.3129897171166e-05 11.8999538421631 6.2899533077143e-05
967.6390123730525 11.9264097213745 6.3131985371001e-05 11.9000148773193 6.2953971792012e-05
967.6594468643889 11.9262275695801 6.3125131418929e-05 11.8998489379883 6.2947554397397e-05
967.6798812556081 11.9261674880981 6.3124207372312e-05 11.8997688293457 6.2881234043743e-05
967.7003156468272 11.9262542724609 6.3126870372798e-05 11.8998756408691 6.2944367527962e-05
967.7207500375807 11.9262027740479 6.3124767621048e-05 11.8998260498047 6.2954546592664e-05
967.7411844287999 11.9261856079102 6.3124345615506e-05 11.8998184204102 6.2961953517515e-05
967.7616187194362 11.9263019561768 6.3127859903034e-05 11.8999309539795 6.2967708799988e-05
967.7820531101897 11.9262905120850 6.3128296460491e-05 11.8998489379883 6.2939274357632e-05
967.8024876005948 11.9263429641724 6.3129511545412e-05 11.8999061584473 6.2947590777185e-05
967.8229219908826 11.9262714385986 6.3126593886409e-05 11.8998727798462 6.2956743931863e-05
967.8433562815189 11.9263496398926 6.3128980400506e-05 11.8999786376953 6.2962142692413e-05
967.8637907714583 11.9263000488281 6.3137507822830e-05 11.8999004364014 6.2972671003081e-05
